-257.53;-288.87;-48.24;;;;;
-269.43;-268.8;-50;;;;;
-273.63;-250.59;-58.44;;;;;
-178.96;-260.34;-53.12;;;;;
-217.48;-278.08;-48.46;;;;;
-225.17;-286.57;-45.37;;;;;
-253.18;-278.62;-49.57;;;;;
-244.37;-255.28;-54.66;;;;;
