-150.09,-163.83,-67.66,2.99964998
-152.54,-165.56,-67.61,4.897836257
-154.22,-170.16,-67.53,4.88519191
-155.89,-174.75,-67.44,0
-122.18,-206.57,-56.67,18.11113194
-140.13,-208.72,-57.76,6.568751784
-146.64,-209.5,-58.16,9.861871019
-156.12,-209.81,-60.86,9.266552757
-165.28,-210.76,-61.89,5.808226924
-171.05,-211.21,-62.38,0
-171.05,-211.21,-62.38,20.03246615
-190.95,-212.77,-64.07,1.750799817
-192.69,-212.96,-64.03,3.643144246
-196.31,-213.36,-63.94,4.304729957
-200.52,-213.65,-64.79,0
-200.52,-213.65,-64.79,18.49811612
-218.87,-215.22,-66.52,314.0838036
-218.87,-215.22,-66.52,6.937910348
-225.76,-215.82,-67.07,1.847755395
-227.53,-216.2,-67.44,7.08124989
-234.32,-217.68,-68.8,8.555542063
-242.73,-216.62,-69.96,15.63046704
-258.24,-215.79,-71.71,0
-258.24,-215.79,-71.71,10.73766269
-268.49,-214.89,-68.64,9.697721382
-277.62,-214.09,-65.47,10.17187298
-287.39,-211.55,-66.72,0
-287.39,-211.55,-66.72,9.58090288
-296.87,-210.68,-67.8,6.22964686
-303.05,-210.13,-68.36,0
-135.57,-186.67,-62.38,23.2957979
-153.96,-200.97,-62.49,19.08035115
-170.73,-210.07,-62.36,1.184229707
-171.05,-211.21,-62.38,0
-154.44,-177.68,-65.57,16.826806
-165.21,-190.54,-64.24,11.83314413
-177.03,-190.84,-64.71,38.46773973
-211.66,-207.58,-65.26,9.334671928
-218.4,-213.92,-66.49,1.38267856
-218.87,-215.22,-66.52,0
-200.52,-213.65,-64.79,0.9215747392
-200.57,-212.73,-64.81,9.26486913
-194.08,-206.12,-64.65,0
-258.24,-215.79,-71.71,1.070046728
-258.83,-216.67,-71.56,12.56901746
-269.79,-222.82,-71.37,2.227868937
-271.72,-223.93,-71.29,0
-287.39,-211.55,-66.72,0.9939818912
-287.81,-212.45,-66.76,4.347056475
-291.29,-215.04,-66.48,0
