-257.53,-288.87,-48.24
-269.43,-268.8,-50
-273.63,-250.59,-58.44
-22.46,-235.13,-35.09
-81.43,-244.09,-48.29
-69.82,-255.63,-45.61
-97.12,-243.63,-51.31
-88.62,-241.42,-50.77
-136.73,-264.2,-52.06
-128.96,-261.59,-51.6
-159.56,-258.95,-51.17
-155.32,-282.99,-39.15
-178.96,-260.34,-53.12
-217.48,-278.08,-48.46
-225.17,-286.57,-45.37
-253.18,-278.62,-49.57
-244.37,-255.28,-54.66
